HLT	1111111111110000
RTM	1111111111110001
MOVU	1111111111110010
MOVR	1111111111110011
GCC	1111111111110100
MOVD	1111111111110101
SLG	1111111111110110
SFC	1111111111110111
JMP	11111110000
JLE	11111110001
JIG	11111110010
CGL	11111110011
DIMD	11111110100
GETD	11111110101
JGE	11111110110
ODET	11111111010
CLT	11111111011
TOT	11111111100
GST	11111111101
CMP	110000
DIV	110001
MOV	110010
SUB	110011
ADD	110100
MUL	110101
CLN	110110
TYM	110111
SUP	111000
SETP	111001

